Iteration,n_neighbors,n_components,min_cluster_size,outliers,silhouette,davies_bouldin,meets_criteria,cluster_sizes,representative_words
1,30,5,1500,41175,0.070487805,3.345080358208677,False,"[41175, 8060, 6554, 5455, 3983, 1508]","['vendor new best free uk help crosspost need account mdma update order dispute looking ticket sale support shipping link question', 'market vendor empire dream nightmare looking new good scam legit sale buyer crosspost order scammer exit best need lsd apollon', 'card wallet credit btc coin looking good cash paypal mdma cashout lsd cryptonia coinbase xmr cc debit method need bank', 'weed xanax mg vendor cannabis uk ketamine cocaine best pill quality drug mdma meth heroin price new usa high sale', 'review vendor mg mdma sample crosspost lsd xanax distillate reviews ketamine dream cocaine heinekenexpress product feedback cart vendymcvendface oz karmaking', 'order delivery shipping shipped package ordering ordered day time received delivered nt informed mail arrived post pack express placed long']"
1,30,5,1650,40969,0.06522472,3.5487085960700138,False,"[40969, 4752, 3983, 10240, 6791]","['vendor order new help best free uk account need empire crosspost update dispute ticket shipping mdma looking question link support', 'market empire dream vendor nightmare new scam marketplace exit order apollon crosspost best account markets dreammarket berlusconi scammer cryptonia samsara', 'review vendor mg mdma sample crosspost lsd xanax distillate ketamine reviews dream cocaine product heinekenexpress feedback cart oz vendymcvendface karmaking', 'vendor weed xanax mg uk best mdma cocaine ketamine sale cannabis quality looking pill drug price heroin good new usa', 'wallet btc card credit coin looking good paypal mdma cashout cash lsd cryptonia xmr coinbase need cc dread use method']"
1,30,5,1800,42019,0.06839287,3.483636135048835,False,"[42019, 4333, 3957, 9890, 6536]","['vendor order new help empire best free uk account need crosspost update dispute ticket shipping mdma looking question link dream', 'market dream empire vendor nightmare new scam marketplace exit apollon crosspost best markets order dreammarket berlusconi scammer cryptonia account samsara', 'review vendor mg mdma sample crosspost lsd xanax distillate ketamine reviews dream cocaine heinekenexpress product cart feedback oz vendymcvendface karmaking', 'vendor weed xanax mg uk best mdma ketamine sale cannabis quality looking pill cocaine drug price heroin new good eu', 'btc wallet looking coin good mdma card credit cashout lsd cash cryptonia paypal dread cc xmr sub like coinbase drop']"
1,30,5,1950,42767,0.07121885,3.422754413797904,False,"[42767, 3765, 3940, 9791, 6472]","['vendor order empire new best help uk free account need crosspost update dispute ticket dream shipping mdma looking question link', 'market dream empire vendor nightmare new scam marketplace apollon exit markets crosspost dreammarket berlusconi samsara cryptonia update banned scammer grey', 'review vendor mg mdma sample crosspost lsd xanax distillate ketamine reviews cocaine dream heinekenexpress product cart feedback oz vendymcvendface karmaking', 'vendor weed xanax mg uk best mdma ketamine sale quality cannabis looking pill drug cocaine price heroin new eu good', 'btc looking good mdma lsd cashout cryptonia coin cash wallet dread cc paypal sub like crypto credit got xmr drop']"
1,30,10,300,31753,0.024056742,3.90794084942456,True,"[31753, 20702, 8131, 5033, 721, 395]","['vendor new uk mdma best free crosspost looking sale need usa lsd shipping dread price good quality order question day', 'vendor market review empire dream weed mg xanax new best cocaine uk coke nightmare mdma scammer scam crosspost looking cannabis', 'order ticket bitcoin card account monero bank deposit carding dispute wallet pack btc support package help paypal credit drop shipping', 'help anybody tried experience used heard ordered know mdma lsd need recently order got question try bought vendor vouch does', 'update updated feedback vendor upgrade order updates jberg edit change quick stock clearlythebest ctb status new list updating important electrum', 'key pgp public lost add profile keys vendor message changed nt account decrypt signature market help fa change private new']"
1,30,10,450,35386,0.041062985,3.730209161854595,True,"[35386, 18767, 7170, 3438, 1262, 712]","['vendor new market best help empire uk mdma free need crosspost sale looking link usa question btc account lsd shipping', 'vendor review market dream weed mg xanax cocaine best uk coke mdma nightmare drug scammer crosspost looking scam cannabis sample', 'order pack package shipping delivery ordered tried anybody dispute shipped vendor experience ordering got day mdma nt used heard lsd', 'ticket card bitcoin carding account support bank help monero credit wallet deposit pgp need btc key debit month password paypal', 'empire deposit vendor dispute scam market order account scammer exit issue banned btc scamming warning working crosspost safe scammed phishing', 'update updated feedback upgrade vendor order updates jberg edit change quick stock clearlythebest ctb status list updating important electrum new']"
1,30,10,600,35791,0.04143262,3.3726884991136474,False,"[35791, 19882, 5898, 3773, 704, 687]","['vendor new best free uk mdma help crosspost looking need sale usa account link lsd dispute shipping question market pgp', 'market vendor empire dream order nightmare bitcoin card carding scam scammer bank btc pack deposit package account looking exit nt', 'weed coke xanax mg cocaine vendor drug uk cannabis best darknet dark pill web mdma quality meth ketamine looking usa', 'review vendor sample mg mdma crosspost free lsd xanax ketamine distillate reviews cocaine product heinekenexpress oz vendymcvendface meth ug etizolam', 'update updated feedback upgrade vendor order updates jberg edit change quick clearlythebest ctb status list updating stock important electrum methylamph', 'ticket support deposit help month response empire missing reply mod open double se en account day week look answered dispute']"
1,30,10,750,36238,0.03421144,3.566794515542278,False,"[36238, 14625, 7533, 3802, 3786, 751]","['vendor new free help best mdma uk update need crosspost ticket account looking dispute sale support link shipping question usa', 'market vendor empire dream order nightmare card bitcoin scammer scam carding package looking exit best bank pack account new crosspost', 'weed xanax cocaine mg coke vendor uk drug best cannabis ketamine pill darknet quality dark mdma meth new heroin web', 'review vendor mg sample mdma crosspost lsd xanax ketamine reviews distillate cocaine heinekenexpress product oz pack vendymcvendface ug kush cart', 'mdma lsd fuck shit whats got guy wsm dmt going btc privacy cb make like xmr tor drop fucking fud', 'tried experience anybody ordered used bought vendor recently try vouch order does purchased dealt deal buy got use business lsd']"
1,30,10,900,39007,0.051622488,3.346353533172484,True,"[39007, 16404, 3822, 3562, 2085, 1855]","['vendor new free help best uk account mdma need crosspost update looking ticket dispute sale support shipping question order link', 'vendor market empire dream weed xanax cocaine best mg uk coke nightmare scammer new looking scam mdma ketamine cannabis sale', 'review vendor mg sample mdma crosspost lsd xanax ketamine reviews distillate cocaine heinekenexpress product pack oz vendymcvendface ug meth kush', 'mdma lsd fuck shit got whats guy dmt wsm going cb like privacy fud dd fucking drop make btc dnm', 'card carding bitcoin credit wallet coin bank paypal btc cash debit gift cashout coinbase need account help cc cards currency', 'order package delivery shipping shipped pack ordering delivered ordered cancelled informed arrived nt vendor day cancel time received marked placed']"
1,30,10,1050,38638,0.052665416,3.40499364607147,True,"[38638, 16113, 4248, 3746, 2086, 1904]","['vendor new free help best uk mdma crosspost account need update ticket looking dispute sale support question usa shipping link', 'market vendor empire dream weed xanax cocaine mg best uk coke nightmare new looking mdma ketamine cannabis scam sale good', 'mdma lsd shit got fuck going whats guy btc like wsm dmt xmr dead drop cb nt ddos tor fucking', 'review vendor mg mdma crosspost sample lsd xanax ketamine reviews distillate cocaine heinekenexpress product oz vendymcvendface pack ug cart meth', 'card carding credit wallet bitcoin coin btc paypal cash bank cashout debit need cc coinbase account method help currency cards', 'order package delivery shipping shipped pack ordering time cancelled delivered ordered vendor nt day cancel informed arrived received marked post']"
1,30,10,1200,39848,0.05384831,3.359093913528178,True,"[39848, 15871, 3986, 3898, 1888, 1244]","['vendor new help free best uk account need crosspost mdma update looking ticket dispute sale question support usa deposit btc', 'market vendor empire dream weed xanax mg cocaine uk best nightmare new mdma looking ketamine cannabis sale coke pill good', 'mdma lsd shit got fuck whats going guy wsm dmt like cb drop fucking opsec tor ddos wtf nt dead', 'review vendor mg mdma sample crosspost lsd xanax distillate ketamine reviews cocaine heinekenexpress product vendymcvendface oz feedback cart dream kush', 'order delivery shipping package shipped ordering time pack cancelled ordered vendor day cancel nt delivered informed arrived received marked mail', 'card credit wallet carding coin btc debit coinbase bank paypal cash cashout need currency account cc bitcoin exchange electrum method']"
1,30,10,1350,40188,0.06760673,3.414704055361741,True,"[40188, 8830, 6140, 5926, 3983, 1668]","['vendor new best free help uk need crosspost account mdma update looking ticket dispute sale order question support shipping scammer', 'market vendor empire dream nightmare looking new good scam legit crosspost sale buyer best order scammer link wsm lsd apollon', 'card credit wallet btc coin cashout carding cash looking mdma paypal xmr bank lsd coinbase cc debit method good account', 'weed xanax mg cocaine vendor uk cannabis ketamine best pill quality mdma drug meth heroin new price usa sale high', 'review vendor mg mdma sample crosspost lsd xanax distillate reviews ketamine dream cocaine product heinekenexpress feedback cart vendymcvendface oz karmaking', 'order delivery shipping shipped package ordering ordered time day nt vendor informed received pack delivered arrived post mail marked cancel']"
1,30,10,1500,40398,0.068191886,3.381883534236858,False,"[40398, 8771, 6172, 5913, 3980, 1501]","['vendor new best help free uk need crosspost account update mdma order ticket looking dispute sale support scammer question coke', 'market vendor empire dream nightmare looking new good legit sale crosspost scam buyer link best order wsm lsd need apollon', 'wallet credit card btc coin looking cashout mdma cash xmr lsd paypal good bank coinbase cc debit account method fullz', 'weed xanax mg vendor uk cocaine cannabis ketamine best pill quality mdma drug heroin meth new price usa sale eu', 'review vendor mg mdma sample crosspost lsd xanax distillate reviews ketamine dream cocaine product heinekenexpress feedback cart vendymcvendface oz karmaking', 'order delivery shipping shipped ordering package ordered time day nt informed received delivered arrived pack mail placed express long marked']"
1,30,10,1650,38238,0.05719646,3.7817864046854917,False,"[38238, 5255, 4009, 12392, 6841]","['vendor new help free best order account need update uk dispute crosspost ticket support looking question mdma deposit coke scammer', 'market empire dream vendor nightmare new scam link order exit marketplace apollon best crosspost account working markets deposit berlusconi nt', 'review vendor mg mdma sample crosspost lsd xanax dream distillate ketamine reviews cocaine product feedback heinekenexpress cart oz vendymcvendface karmaking', 'vendor weed xanax mg uk order best mdma cocaine sale ketamine shipping looking cannabis quality pill drug usa new price', 'wallet btc credit card looking coin cashout cash mdma good paypal xmr cc lsd dread bank method coinbase need use']"
1,30,10,1800,41419,0.06674067,3.5145174507156387,False,"[41419, 4464, 4006, 10404, 6442]","['vendor order new help empire best free uk account need crosspost dispute update ticket shipping question looking mdma support deposit', 'market dream empire vendor nightmare new scam exit marketplace apollon crosspost best order markets dreammarket berlusconi scammer cryptonia link account', 'review vendor mg mdma sample crosspost lsd xanax dream distillate ketamine reviews cocaine product heinekenexpress feedback cart oz vendymcvendface karmaking', 'vendor weed xanax mg uk best mdma sale ketamine cannabis looking cocaine pill quality drug heroin price good usa new', 'wallet btc looking coin credit card mdma cashout good cash lsd xmr cc dread paypal coinbase bank drop use fullz']"
1,30,10,1950,42593,0.07068514,3.4278080594938514,False,"[42593, 3782, 3991, 10145, 6224]","['vendor order new empire help best free uk account need crosspost update dispute ticket shipping dream looking question mdma deposit', 'market dream empire vendor nightmare new scam apollon marketplace exit crosspost markets dreammarket berlusconi cryptonia update samsara order scammer banned', 'review vendor mg mdma sample crosspost lsd xanax dream distillate ketamine reviews cocaine product heinekenexpress feedback cart oz vendymcvendface karmaking', 'vendor weed xanax mg uk best mdma sale ketamine looking cannabis pill quality cocaine drug heroin price good new usa', 'btc wallet looking coin mdma good cashout lsd credit cash xmr dread cc card coinbase drop sub method got paypal']"
1,30,15,300,32446,0.02544861,3.9164384621475206,True,"[32446, 19953, 7939, 5286, 722, 389]","['vendor new mdma uk best free crosspost review looking sale usa need shipping lsd cocaine price dread good sample quality', 'vendor market review empire dream weed mg new best xanax uk nightmare coke scammer cocaine scam mdma crosspost looking cannabis', 'order ticket bitcoin card account monero bank deposit carding wallet dispute pack btc support package help paypal credit drop cash', 'help anybody tried experience used heard ordered mdma know lsd need recently order got question bought try vendor vouch guy', 'update updated feedback vendor upgrade order change jberg updates edit ctb stock quick clearlythebest new status list updating important electrum', 'key pgp public lost add keys profile vendor nt changed account message new help fa change private signature market decrypt']"
1,30,15,450,36770,0.04143929,3.51649375991936,False,"[36770, 16312, 11013, 1236, 710, 694]","['vendor new best market uk help mdma empire looking need crosspost free sale link usa question lsd btc account good', 'market vendor dream order nightmare card bitcoin carding pack scammer account package scam shipping dispute bank nt looking lsd monero', 'review vendor weed mg xanax cocaine coke uk drug mdma best cannabis ketamine sample darknet free pill dark crosspost meth', 'empire deposit dispute vendor market scam order scammer exit account issue btc banned scamming warning working crosspost safe scammed withdrawal', 'update updated feedback upgrade vendor order change jberg updates edit stock quick clearlythebest ctb status list updating important electrum new', 'ticket support deposit help month response empire missing reply mod open double account se en day week look answered dispute']"
1,30,15,600,37417,0.041916747,3.445201733954948,False,"[37417, 17067, 9611, 1244, 707, 689]","['vendor new best market free mdma uk help empire crosspost looking sale need link account usa lsd dispute question shipping', 'market vendor dream order card bitcoin nightmare carding bank pack package btc scammer scam looking paypal account wallet shipping nt', 'review vendor mg weed xanax cocaine coke uk cannabis drug mdma best pill darknet dark ketamine crosspost meth web sample', 'empire dispute deposit vendor scam order market exit scammer account issue banned btc scamming warning working crosspost mod safe scammed', 'update updated feedback upgrade vendor order change jberg updates edit quick clearlythebest ctb stock status list updating important electrum new', 'ticket support deposit help month response empire missing reply mod open double se en account day week look answered dispute']"
1,30,15,750,35915,0.034999993,3.5698207782357763,False,"[35915, 14652, 7622, 3849, 3820, 877]","['vendor new free help best mdma update uk need crosspost ticket account looking dispute sale support link usa question pgp', 'market vendor empire dream order nightmare card bitcoin scammer carding scam package looking pack exit bank account best new btc', 'weed xanax mg cocaine coke vendor uk best drug ketamine cannabis pill quality mdma darknet dark meth new heroin web', 'review vendor sample mg mdma crosspost lsd xanax ketamine reviews distillate cocaine heinekenexpress product pack vendymcvendface oz kush cart ug', 'mdma lsd fuck got shit whats guy wsm going dmt like cb btc privacy dead drop make tor fud xmr', 'tried experience anybody used ordered bought recently order vendor try vouch does use purchased dealt deal got buy lately lsd']"
1,30,15,900,38395,0.051413383,3.428559574968916,True,"[38395, 16302, 3948, 3750, 2466, 1874]","['vendor new free help mdma best crosspost uk update need account ticket looking dispute sale shipping support link order question', 'vendor market empire dream weed xanax mg cocaine best uk coke nightmare scammer looking new scam ketamine mdma cannabis sale', 'mdma lsd fuck shit got whats wsm going guy cb dmt like drop tor fucking dead btc ddos make privacy', 'review vendor mg sample mdma crosspost lsd xanax ketamine distillate reviews heinekenexpress cocaine product oz pack vendymcvendface cart ug kush', 'card bitcoin carding credit wallet paypal bank coin btc cash account cashout gift debit need cc coinbase help method buy', 'order package delivery shipping pack shipped ordering delivered ordered informed arrived cancelled nt cancel day vendor received time marked box']"
1,30,15,1050,38438,0.051301084,3.3762597664830736,True,"[38438, 16766, 4006, 3725, 2001, 1799]","['vendor new help free best account mdma crosspost need update uk ticket looking dispute sale support link question order shipping', 'vendor market empire dream weed xanax mg cocaine best uk coke nightmare looking new scammer ketamine mdma scam cannabis sale', 'mdma lsd fuck shit got going whats guy wsm cb dmt like ddos dead drop btc tor fucking xmr opsec', 'review vendor mg mdma crosspost sample lsd xanax ketamine distillate reviews heinekenexpress cocaine product oz vendymcvendface cart pack kush ug', 'card carding credit wallet bitcoin coin paypal btc bank cash debit cashout coinbase need cc account help method cards currency', 'order package delivery shipping shipped ordering pack cancelled ordered day informed vendor cancel nt delivered time arrived received marked post']"
1,30,15,1200,40675,0.056079462,3.3519329367406505,True,"[40675, 14966, 4065, 3910, 1789, 1330]","['vendor new free help best uk account mdma need crosspost update looking ticket dispute sale support question link order shipping', 'market vendor empire dream weed xanax mg cocaine uk nightmare best new ketamine cannabis looking mdma sale pill good quality', 'mdma lsd fuck shit got whats going guy wsm like cb dmt ddos tor drop btc fucking dead opsec nt', 'review vendor mg mdma sample crosspost lsd xanax distillate reviews ketamine cocaine heinekenexpress product feedback vendymcvendface cart oz kush pack', 'order delivery shipping package shipped ordering time ordered cancelled vendor pack day cancel nt informed delivered mail arrived post received', 'card credit wallet carding coin btc debit bank coinbase cashout cash paypal need cc account currency method bitcoin loan balance']"
1,30,15,1350,40010,0.067488104,3.389381561508035,True,"[40010, 9067, 6533, 5456, 3965, 1704]","['vendor new help free best uk need account crosspost update mdma looking ticket dispute support order sale question link deposit', 'market vendor empire dream nightmare looking scammer scam good new legit crosspost sale buyer best order exit lsd wsm vendors', 'weed xanax mg cocaine vendor uk ketamine best cannabis pill quality mdma drug heroin meth new price sale usa eu', 'wallet card credit btc coin mdma carding lsd bank cash coinbase cashout debit paypal cc account drop xmr currency looking', 'review vendor mg mdma sample crosspost lsd xanax distillate reviews ketamine feedback cocaine heinekenexpress product cart vendymcvendface oz dream kush', 'order delivery shipping shipped package ordering time ordered day nt vendor informed pack received post mail delivered arrived cancelled express']"
1,30,15,1500,40796,0.06969683,3.314616148598271,True,"[40796, 8564, 6422, 5483, 3951, 1519]","['vendor new help best free uk need account crosspost update mdma order looking dispute ticket support question sale scammer coke', 'market vendor empire dream nightmare looking new good legit sale scam buyer crosspost best order vendors scammer need lsd wsm', 'weed xanax mg vendor uk cocaine ketamine best cannabis pill quality mdma drug heroin meth price new usa sale eu', 'wallet credit card btc coin mdma lsd cashout coinbase cash xmr bank debit cc paypal looking drop good currency account', 'review vendor mg mdma sample crosspost lsd xanax distillate reviews ketamine cocaine heinekenexpress product feedback cart vendymcvendface oz dream karmaking', 'order delivery shipping shipped ordering package ordered time day nt informed arrived received pack delivered mail express post placed vendor']"
